Table 1
CF	OID	URL	URL	DATE	DATE	SCOPE	MIL	OLD NOTES	NOTES	EXTRACT	
GT 14 ram 2 no 38	c118	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347159	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347159	6 Oct 1619	1619-10-06.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	1	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 39	c120	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347160	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347160	9 Oct 1619	1619-10-09.	"CARTAS DE AUDIENCIA/Carta de Matías de Solís Ulloa y Quiñones, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 40	c121	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347161	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347161	10 Oct 1619	1619-10-10.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 41	c124	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347162	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347162	12 Oct 1619	1619-10-12.	"CARTAS DE AUDIENCIA/Carta de Juan Luis Pereira Dovidos, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 42	c123	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347163	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347163	12 Oct 1619	1619-10-12.	"CARTAS DE AUDIENCIA/Carta de Juan Luis Pereira Dovidos, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 43	c122	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347164	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347164	12 Oct 1619	1619-10-12.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	Inc re foreigners / Inc re foreigners / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 45	c125	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347166	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347166	1 Dec 1619	1619-12-01.	"CARTAS DE AUDIENCIA/Carta de Miranda, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 2 no 44	c126	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347165	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347165	18 Dec 1619	1619-12-18.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 63	c127	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347184	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347184	1 Jan 1620	1620.	"CARTAS DE AUDIENCIA/Dos memoriales de lo actuado en razón de la querella entre Antonio Coello de Portugal, fiscal de la Audiencia de Guatemala, y el presidente y oidores de la misma."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 64	c128	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347185	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347185	1 Jan 1620	1620.	CARTAS DE AUDIENCIA/Papeles varios.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 46	c129	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347167	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347167	15 Jan 1620	1620-01-15.	CARTAS DE AUDIENCIA/Decreto del Consejo sobre la provisión de una encomienda de indios del pueblo de Nascalco.	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 47	c130	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347168	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347168	22 Feb 1620	1620-02-22.	"CARTAS DE AUDIENCIA/Expediente de Juan Maldonado de Paz, oidor de la Audiencia de Guatemala, sobre sus méritos y servicios."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 48	c131	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347169	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347169	13 May 1620	1620-05-13.	"CARTAS DE AUDIENCIA/Carta de Justo Gómez, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 44A no 37	c981	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349358	http://pares.mcu.es/ParesBusquedas20/catalogo/description/349358	14 May 1620	1620-05-14.	"Cartas de cabildos seculares/Memorial del cabildo secular de Trujillo, Honduras, solicitando no se nombre a nigún capitán, sino que el puesto lo ocupe el alcalde ordinario mas antiguo."	^^^	"Inc re defence, possibly / Inc re defence, possibly / ^^^"	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 49	c132	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347170	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347170	19 May 1620	1620-05-19.	"CARTAS DE AUDIENCIA/Carta de Miranda, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 50	c133	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347171	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347171	19 May 1620	1620-05-19.	"CARTAS DE AUDIENCIA/Carta de Juan Luis Pereira Dovidos, fiscal interino de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 51	c137	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347172	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347172	20 May 1620	1620-05-20.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 52	c134	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347173	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347173	20 May 1620	1620-05-20.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	1	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 53	c135	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347174	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347174	20 May 1620	1620-05-20.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 54	c138	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347175	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347175	20 May 1620	1620-05-20.	"CARTAS DE AUDIENCIA/Carta de Pedro de Salmerón, visitador de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 55	c136	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347176	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347176	20 May 1620	1620-05-20.	"CARTAS DE AUDIENCIA/Certificación de como a los gobernadores, alcaldes mayores y oficiales reales nombrados por presidente de Guatemala, no se le da más de la mitad de su salario."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 56	c139	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347177	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347177	21 May 1620	1620-05-21.	"CARTAS DE AUDIENCIA/Carta de Matías de Solís Ulloa y Quiñones, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 57	c140	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347178	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347178	23 May 1620	1620-05-23.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 58	c141	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347179	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347179	27 May 1620	1620-05-27.	"CARTAS DE AUDIENCIA/Expediente de Antonio Coello de Portugal, fiscal de la Audiencia de Guatemala, referente al pleito criminal contra Juan de Morales Garcés."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 386 leg 3	c5233	http://pares.mcu.es/ParesBusquedas20/catalogo/description/345095	http://pares.mcu.es/ParesBusquedas20/catalogo/description/345095	14 Aug 1620	1620-08-14.	"Registro: Guatemala/Registro de oficio: Reales Disposiciones (Reales Cédulas, Reales Provisiones, etc) dirigidas a las autoridades del distrito de la Audiencia de Guatemala. (Libro Q 3)"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 59	c142	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347180	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347180	1 Oct 1620	1620-10-01.	"CARTAS DE AUDIENCIA/Carta de Miranda, fiscal interino de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 60	c143	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347181	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347181	2 Oct 1620	1620-10-02.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 61	c144	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347182	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347182	29 Oct 1620	1620-10-29.	"CARTAS DE AUDIENCIA/Expediente en razón de los méritos y servicios de Gaspar de Zúñiga, oidor de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 3 no 62	c145	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347183	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347183	4 Nov 1620	1620-11-04.	"CARTAS DE AUDIENCIA/Expediente de Fernando de Castilla y Rivera, fiscal de la Audiencia de Guatemala, para que se le manden los despachos referentes a su oficio."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 65	c146	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347186	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347186	4 Apr 1621	1621-04-04.	"CARTAS DE AUDIENCIA/Carta de Juan Maldonado de Paz, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 66	c147	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347187	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347187	26 May 1621	1621-05-26.	"CARTAS DE AUDIENCIA/Carta de Gaspar de Zúñiga, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 67	c148	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347188	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347188	18 Jun 1621	1621-06-18.	"CARTAS DE AUDIENCIA/Expediente del fiscal de la Audiencia de Guatemala, Juan Maldonado de Paz, sobre la Real Hacienda."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 68	c149	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347189	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347189	6 Sep 1621	1621-09-06.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 69	c150	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347190	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347190	25 Sep 1621	1621-09-25.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 70	c151	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347191	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347191	26 Sep 1621	1621-09-26.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 14 ram 4 no 71	c152	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347192	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347192	27 Sep 1621	1621-09-27.	"CARTAS DE AUDIENCIA/Carta de Matías de Solís y Quiñones y de Rodrigo de Valcárcel, oidores de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 1	c153	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347194	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347194	11 May 1622	1622-05-11.	"CARTAS DE AUDIENCIA/Memoriales de Juan Maldonado de Paz, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 2	c154	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347195	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347195	10 Jun 1622	1622-06-10.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 3	c155	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347196	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347196	11 Jun 1622	1622-06-11.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 4	c156	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347197	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347197	13 Jun 1622	1622-06-13.	"CARTAS DE AUDIENCIA/Memorial de Antonio de Calatayud y Sandoval, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 16 no 105	c11	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348746	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348746	18 Jun 1622	1622-06-18.	"CARTAS DE GOBERNADORES/Carta de Juan de Miranda, Gobernador de Honduras."	0	re orden de visitador de aud a gob que le quitasse aun Ruiz de Ayala encomendero del golfo dulçe çiertos libros de quenta /v f 1 img 1 / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 16 no 106	c12	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348747	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348747	18 Jun 1622	1622-06-18.	"CARTAS DE GOBERNADORES/Carta de Juan de Miranda, Gobernador de Honduras."	0	"re indian population and spiritual affairs /v f 1 img 1, covering img 8 / ^^^"	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 16 no 107	c13	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348748	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348748	22 Jun 1622	1622-06-22.	"CARTAS DE GOBERNADORES/Carta de Juan de Miranda, Gobernador de Honduras."	1	re q. luego q. recivio la cedula sobre Haverse Cumplido l atregua con los rebeldes hizo las prevençiones pusibles p.a q. el enemigo no ponga el pie en tierra /v f 1 img 1 / q. si las dos culebrinas de alcanze q. pidei de 42. a 44. diametros no se la huvieren ynviado se le ynvien porque no t.e en la fuerça pieza q. estorben al enemigo el dar fondo en las bajas /v f 2 img 2 / q tiene necess.d de poner en aquella fuerça 25. o 30. soldados de paga porque los vezinos Haviendo lle[ill]gado a V [ill] estado de pobreza salen a Vezes casi todos a la tierra adentro a buscar con que sustentarse y subcede no allarse seis onbres en el pueblo q. puedan tomar Armas y repartis las Vigias a las mugeres las quales dan dos Reales a un negro o mulato q. haga la Vela por ell[ill] q. esto se puede rremediar sin Costa de la R.l haz.da metiendo en el distrito de la audiençia de guatimala en las caxas los tributos de los indios q. Huv.e bacos y [ill] car[ill] hasta q. aya con que pagar a los dhos soldados q. servian por 250. ps.o cada Uno al año y el cada dellos con dos pagas destas /v f 2 img 2 / q. el situado q. aquella fuerça tiene se crezca a 2UN. cada año porque cada dia ay q. hazer reparos respeto de ser humeda la tierra y q. lo que al press.e falta p.a esto. lo suple el receptor a su ruego /v f 3 img 3 / q. si estuvi.e resuelto q. la descarga q. se haze de las mercadurias de Castilla en el puerto de santo tomas se buelba a la de cavallos por las razones q. para ello estan representadas /v f 3 img 3 / 1. se le ynvie liçencia para cargar sobre las mercadurias q. salen y entran en los puertos de aquella Costa de golfo hasta alli alguna pequena Canti.d para hazer armadillas y pelear Con el enemigo q. anda a la vista Cogiendo fragatas y navios cargados de h[ill].da sin que nayde se lo ynpida y Hazer otros efectos de consideracion /v f 3 img 3 / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 6	c158	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347199	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347199	8 Oct 1622	1622-10-08.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	Inc re foreigners / Inc re foreigners / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 1 no 5	c157	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347198	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347198	10 Oct 1622	1622-10-10.	"CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala. (En el documento la fecha es la de 1620, y en el dorso aparece 1622)"	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 122 no 23	c5229	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351909	http://pares.mcu.es/ParesBusquedas20/catalogo/description/351909	1 Jan 1623	1623.	"Informaciones: Sebastián Ocón y Trillo/Informaciones de oficio y parte: Sebastián Ocón y Trillo, maestre de campo y cabo de mar y tierra de la gente que se hizo para Talamanca. Con petición"	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 7	c159	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347200	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347200	2 Mar 1623	1623-03-02.	"CARTAS DE AUDIENCIA/Expediente de Diego de Vergara Gaviria, receptor, sobre el alquiler de las casas para la residencia del Consejo."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 8	c160	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347201	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347201	20 Mar 1623	1623-03-20.	"CARTAS DE AUDIENCIA/Memorial de Fernando de Rivera y Castilla, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 10	c162	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347203	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347203	8 Jun 1623	1623-06-08.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 9	c161	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347202	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347202	8 Jun 1623	1623-06-08.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	Inc re foreigners / Inc re foreigners / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 39 ram 16 no 108	c14	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348749	http://pares.mcu.es/ParesBusquedas20/catalogo/description/348749	16 Sep 1623	1623-09-16.	"CARTAS DE GOBERNADORES/Memorial de Juan de Miranda, Gobernador de Honduras."	1	re que se remete al Press.de y aud.a p.a que probean lo que conbenga /v covering folio in img 4 / ^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 11	c163	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347204	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347204	12 Oct 1623	1623-10-12.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 12	c164	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347205	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347205	13 Oct 1623	1623-10-13.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 13	c165	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347206	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347206	13 Oct 1623	1623-10-13.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 14	c166	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347207	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347207	13 Oct 1623	1623-10-13.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 2 no 15	c167	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347208	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347208	25 Nov 1623	1623-11-25.	"CARTAS DE AUDIENCIA/Memorial de Juan Ruiz de Contreras, fiscal de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 3 no 16	c168	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347209	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347209	5 May 1624	1624-05-05.	"CARTAS DE AUDIENCIA/Carta de Antonio de Calatayud, oidor de la Audiencia de Guatemala."	^^^	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 3 no 17	c169	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347210	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347210	20 May 1624	1624-05-20.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 3 no 18	c170	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347211	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347211	22 May 1624	1624-05-22.	"CARTAS DE AUDIENCIA/Carta de Antonio de Ayala y Rojas, conde de la Gomera, presidente de la Audiencia de Guatemala."	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
GT 15 ram 3 no 19	c171	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347212	http://pares.mcu.es/ParesBusquedas20/catalogo/description/347212	23 May 1624	1624-05-23.	CARTAS DE AUDIENCIA/Carta de la Audiencia de Guatemala.	0	^^^	NOTE REVIEWED ON 29 JUL 2022		
